symbol,date,close_price,currency
USP500,2024-12-31,123.7792,USD
USN100,2024-01-31,167.7448,USD
USN100,2024-02-29,181.5112,USD
USN100,2024-03-31,199.5485,USD
USN100,2024-04-30,185.3155,USD
USN100,2024-05-31,193.0087,USD
USN100,2024-06-30,198.0222,USD
USN100,2024-07-31,203.2564,USD
USN100,2024-08-31,203.6364,USD
USN100,2024-09-30,202.7520,USD
USN100,2024-10-31,210.2748,USD
USN100,2024-11-30,228.6716,USD
USN100,2024-12-31,226.5526,USD
USDJIA,2024-01-31,99.9365,USD
USDJIA,2024-02-29,100.1141,USD
USDJIA,2024-03-31,103.6384,USD
USDJIA,2024-04-30,104.4628,USD
USDJIA,2024-05-31,101.4578,USD
USDJIA,2024-06-30,100.3857,USD
USDJIA,2024-07-31,102.3988,USD
USDJIA,2024-08-31,106.8246,USD
USDJIA,2024-09-30,103.1461,USD
USDJIA,2024-10-31,103.1733,USD
USDJIA,2024-11-30,100.1830,USD
USDJIA,2024-12-31,109.2214,USD
USR2000,2024-01-31,84.0565,USD
USR2000,2024-02-29,82.1331,USD
USR2000,2024-03-31,86.4740,USD
USR2000,2024-04-30,85.2217,USD
USR2000,2024-05-31,78.6719,USD
USR2000,2024-06-30,69.2312,USD
USR2000,2024-07-31,77.5390,USD
USR2000,2024-08-31,74.0683,USD
USR2000,2024-09-30,74.3017,USD
USR2000,2024-10-31,74.1151,USD
USR2000,2024-11-30,68.0017,USD
USR2000,2024-12-31,75.0277,USD
WORLD,2024-01-31,81.4969,USD
WORLD,2024-02-29,87.3886,USD
WORLD,2024-03-31,87.1454,USD
WORLD,2024-04-30,90.0973,USD
WORLD,2024-05-31,89.0950,USD
WORLD,2024-06-30,92.3306,USD
WORLD,2024-07-31,93.4163,USD
WORLD,2024-08-31,90.6934,USD
WORLD,2024-09-30,95.6236,USD
WORLD,2024-10-31,100.4732,USD
WORLD,2024-11-30,105.5471,USD
WORLD,2024-12-31,102.6342,USD
EMERGE,2024-01-31,41.4093,USD
EMERGE,2024-02-29,36.4402,USD
EMERGE,2024-03-31,39.3948,USD
EMERGE,2024-04-30,41.1924,USD
EMERGE,2024-05-31,43.4997,USD
EMERGE,2024-06-30,46.0070,USD
EMERGE,2024-07-31,44.4886,USD
EMERGE,2024-08-31,42.6463,USD
EMERGE,2024-09-30,39.6149,USD
EMERGE,2024-10-31,39.4964,USD
EMERGE,2024-11-30,37.7568,USD
EMERGE,2024-12-31,39.1674,USD
ALLWORLD,2024-01-31,118.0415,USD
ALLWORLD,2024-02-29,123.5322,USD
ALLWORLD,2024-03-31,120.2890,USD
ALLWORLD,2024-04-30,121.9905,USD
ALLWORLD,2024-05-31,128.8109,USD
ALLWORLD,2024-06-30,125.4352,USD
ALLWORLD,2024-07-31,135.3213,USD
ALLWORLD,2024-08-31,121.9264,USD
ALLWORLD,2024-09-30,127.5862,USD
ALLWORLD,2024-10-31,119.7399,USD
ALLWORLD,2024-11-30,131.0009,USD
ALLWORLD,2024-12-31,133.4550,USD
JPN225,2024-01-31,2800.1521,JPY
JPN225,2024-02-29,2897.3262,JPY
JPN225,2024-03-31,2836.5727,JPY
JPN225,2024-04-30,2906.5457,JPY
JPN225,2024-05-31,2763.8489,JPY
JPN225,2024-06-30,2804.4860,JPY
JPN225,2024-07-31,2808.1710,JPY
JPN225,2024-08-31,3010.5357,JPY
JPN225,2024-09-30,3099.1486,JPY
JPN225,2024-10-31,3035.4063,JPY
JPN225,2024-11-30,3293.4757,JPY
JPN225,2024-12-31,3393.8160,JPY
JPTOPIX,2024-01-31,2010.4819,JPY
JPTOPIX,2024-02-29,2009.0623,JPY
JPTOPIX,2024-03-31,1944.7604,JPY
JPTOPIX,2024-04-30,2012.6299,JPY
JPTOPIX,2024-05-31,1968.2448,JPY
JPTOPIX,2024-06-30,1959.5558,JPY
JPTOPIX,2024-07-31,1989.0127,JPY
JPTOPIX,2024-08-31,1859.2093,JPY
JPTOPIX,2024-09-30,1729.9491,JPY
JPTOPIX,2024-10-31,1778.2073,JPY
JPTOPIX,2024-11-30,1726.0936,JPY
JPTOPIX,2024-12-31,1754.8668,JPY
KOR200,2024-01-31,10029.6210,KRW
KOR200,2024-02-29,10090.6816,KRW
KOR200,2024-03-31,9984.1157,KRW
KOR200,2024-04-30,9309.3475,KRW
KOR200,2024-05-31,9819.3502,KRW
KOR200,2024-06-30,9740.6377,KRW
KOR200,2024-07-31,8814.6377,KRW
KOR200,2024-08-31,8865.6621,KRW
KOR200,2024-09-30,8912.7480,KRW
KOR200,2024-10-31,8601.6371,KRW
KOR200,2024-11-30,8128.6627,KRW
KOR200,2024-12-31,8392.0219,KRW
EU600,2024-01-31,104.0994,EUR
EU600,2024-02-29,106.0342,EUR
EU600,2024-03-31,102.3545,EUR
EU600,2024-04-30,103.6239,EUR
EU600,2024-05-31,101.4405,EUR
EU600,2024-06-30,103.6345,EUR
EU600,2024-07-31,98.5305,EUR
EU600,2024-08-31,95.8604,EUR
EU600,2024-09-30,97.8941,EUR
EU600,2024-10-31,97.8210,EUR
EU600,2024-11-30,105.3155,EUR
EU600,2024-12-31,106.7575,EUR
GERDAX,2024-01-31,147.0188,EUR
GERDAX,2024-02-29,155.0273,EUR
GERDAX,2024-03-31,156.6467,EUR
GERDAX,2024-04-30,146.0419,EUR
GERDAX,2024-05-31,137.7494,EUR
GERDAX,2024-06-30,138.0073,EUR
GERDAX,2024-07-31,129.9072,EUR
GERDAX,2024-08-31,129.3379,EUR
GERDAX,2024-09-30,134.1868,EUR
GERDAX,2024-10-31,128.0080,EUR
GERDAX,2024-11-30,129.2456,EUR
GERDAX,2024-12-31,133.5237,EUR
