symbol,date,close_price,currency
JPTOPIX,2021-09-30,1605.5304,JPY
JPTOPIX,2021-10-31,1591.6186,JPY
JPTOPIX,2021-11-30,1654.6381,JPY
JPTOPIX,2021-12-31,1745.2377,JPY
KOR200,2021-01-31,13306.3150,KRW
KOR200,2021-02-28,12909.0683,KRW
KOR200,2021-03-31,13108.9293,KRW
KOR200,2021-04-30,12481.4823,KRW
KOR200,2021-05-31,12316.1407,KRW
KOR200,2021-06-30,11944.4423,KRW
KOR200,2021-07-31,11952.6758,KRW
KOR200,2021-08-31,11725.5101,KRW
KOR200,2021-09-30,11516.4334,KRW
KOR200,2021-10-31,10639.2396,KRW
KOR200,2021-11-30,10337.5267,KRW
KOR200,2021-12-31,10388.7144,KRW
EU600,2021-01-31,88.1958,EUR
EU600,2021-02-28,89.1504,EUR
EU600,2021-03-31,88.8550,EUR
EU600,2021-04-30,97.5481,EUR
EU600,2021-05-31,93.3163,EUR
EU600,2021-06-30,88.9621,EUR
EU600,2021-07-31,87.8570,EUR
EU600,2021-08-31,89.7138,EUR
EU600,2021-09-30,86.8007,EUR
EU600,2021-10-31,91.7281,EUR
EU600,2021-11-30,97.0227,EUR
EU600,2021-12-31,100.6174,EUR
GERDAX,2021-01-31,137.5562,EUR
GERDAX,2021-02-28,129.0197,EUR
GERDAX,2021-03-31,129.8588,EUR
GERDAX,2021-04-30,130.2597,EUR
GERDAX,2021-05-31,130.0646,EUR
GERDAX,2021-06-30,128.5306,EUR
GERDAX,2021-07-31,120.9841,EUR
GERDAX,2021-08-31,116.0172,EUR
GERDAX,2021-09-30,125.0875,EUR
GERDAX,2021-10-31,124.9110,EUR
GERDAX,2021-11-30,128.1480,EUR
GERDAX,2021-12-31,131.5688,EUR
