symbol,date,close_price,currency
USR2000,2022-06-30,72.1955,USD
USR2000,2022-07-31,65.9051,USD
USR2000,2022-08-31,66.0852,USD
USR2000,2022-09-30,64.5436,USD
USR2000,2022-10-31,66.1382,USD
USR2000,2022-11-30,71.3361,USD
USR2000,2022-12-31,73.2189,USD
WORLD,2022-01-31,80.8171,USD
WORLD,2022-02-28,86.1429,USD
WORLD,2022-03-31,83.7402,USD
WORLD,2022-04-30,79.8300,USD
WORLD,2022-05-31,74.7679,USD
WORLD,2022-06-30,74.8995,USD
WORLD,2022-07-31,72.0096,USD
WORLD,2022-08-31,65.8761,USD
WORLD,2022-09-30,68.6497,USD
WORLD,2022-10-31,71.6207,USD
WORLD,2022-11-30,66.3414,USD
WORLD,2022-12-31,67.4411,USD
EMERGE,2022-01-31,50.6690,USD
EMERGE,2022-02-28,48.4374,USD
EMERGE,2022-03-31,45.5414,USD
EMERGE,2022-04-30,46.2236,USD
EMERGE,2022-05-31,43.9165,USD
EMERGE,2022-06-30,40.5268,USD
EMERGE,2022-07-31,43.6806,USD
EMERGE,2022-08-31,46.1164,USD
EMERGE,2022-09-30,41.7713,USD
EMERGE,2022-10-31,42.5617,USD
EMERGE,2022-11-30,37.9704,USD
EMERGE,2022-12-31,36.0523,USD
ALLWORLD,2022-01-31,131.1975,USD
ALLWORLD,2022-02-28,132.4935,USD
ALLWORLD,2022-03-31,134.6354,USD
ALLWORLD,2022-04-30,142.3716,USD
ALLWORLD,2022-05-31,132.2020,USD
ALLWORLD,2022-06-30,128.6125,USD
ALLWORLD,2022-07-31,127.7111,USD
ALLWORLD,2022-08-31,124.0270,USD
ALLWORLD,2022-09-30,124.9316,USD
ALLWORLD,2022-10-31,120.1094,USD
ALLWORLD,2022-11-30,122.8532,USD
ALLWORLD,2022-12-31,118.7304,USD
JPN225,2022-01-31,2088.9848,JPY
JPN225,2022-02-28,2236.3636,JPY
JPN225,2022-03-31,2324.6110,JPY
JPN225,2022-04-30,2318.0558,JPY
JPN225,2022-05-31,2370.7745,JPY
JPN225,2022-06-30,2409.1518,JPY
JPN225,2022-07-31,2384.3934,JPY
JPN225,2022-08-31,2377.0352,JPY
JPN225,2022-09-30,2522.2596,JPY
JPN225,2022-10-31,2664.0255,JPY
JPN225,2022-11-30,2409.9675,JPY
JPN225,2022-12-31,2365.3664,JPY
JPTOPIX,2022-01-31,1708.6309,JPY
JPTOPIX,2022-02-28,1770.6150,JPY
JPTOPIX,2022-03-31,1800.2305,JPY
JPTOPIX,2022-04-30,1699.8178,JPY
JPTOPIX,2022-05-31,1780.9565,JPY
JPTOPIX,2022-06-30,1768.2337,JPY
JPTOPIX,2022-07-31,1831.3066,JPY
JPTOPIX,2022-08-31,1799.2835,JPY
JPTOPIX,2022-09-30,1878.8516,JPY
JPTOPIX,2022-10-31,1715.4616,JPY
JPTOPIX,2022-11-30,1673.5042,JPY
JPTOPIX,2022-12-31,1626.5280,JPY
KOR200,2022-01-31,9742.2652,KRW
KOR200,2022-02-28,10378.9575,KRW
KOR200,2022-03-31,10343.3450,KRW
KOR200,2022-04-30,10080.8355,KRW
KOR200,2022-05-31,10234.4564,KRW
KOR200,2022-06-30,9586.1599,KRW
KOR200,2022-07-31,9880.9153,KRW
KOR200,2022-08-31,9167.7865,KRW
KOR200,2022-09-30,9028.0542,KRW
KOR200,2022-10-31,8661.6146,KRW
KOR200,2022-11-30,9073.0060,KRW
KOR200,2022-12-31,9653.4018,KRW
EU600,2022-01-31,106.3691,EUR
EU600,2022-02-28,100.6589,EUR
EU600,2022-03-31,105.5521,EUR
EU600,2022-04-30,106.2722,EUR
EU600,2022-05-31,103.4119,EUR
EU600,2022-06-30,103.5656,EUR
EU600,2022-07-31,97.9731,EUR
EU600,2022-08-31,96.3222,EUR
EU600,2022-09-30,105.2744,EUR
EU600,2022-10-31,103.0106,EUR
EU600,2022-11-30,102.4036,EUR
EU600,2022-12-31,101.7737,EUR
GERDAX,2022-01-31,136.7246,EUR
GERDAX,2022-02-28,147.2007,EUR
GERDAX,2022-03-31,138.2140,EUR
GERDAX,2022-04-30,122.2199,EUR
GERDAX,2022-05-31,126.7584,EUR
GERDAX,2022-06-30,120.1326,EUR
GERDAX,2022-07-31,128.2981,EUR
GERDAX,2022-08-31,127.7268,EUR
GERDAX,2022-09-30,124.3825,EUR
GERDAX,2022-10-31,122.4853,EUR
GERDAX,2022-11-30,130.4461,EUR
GERDAX,2022-12-31,123.9543,EUR
