symbol,date,close_price,currency
USP500,2023-09-30,100.5432,USD
USP500,2023-10-31,101.2353,USD
USP500,2023-11-30,106.2957,USD
USP500,2023-12-31,112.0399,USD
USN100,2023-01-31,130.7582,USD
USN100,2023-02-28,140.2527,USD
USN100,2023-03-31,130.8187,USD
USN100,2023-04-30,138.7118,USD
USN100,2023-05-31,136.0474,USD
USN100,2023-06-30,130.4191,USD
USN100,2023-07-31,130.4187,USD
USN100,2023-08-31,145.5311,USD
USN100,2023-09-30,151.0484,USD
USN100,2023-10-31,162.0737,USD
USN100,2023-11-30,163.9861,USD
USN100,2023-12-31,162.8108,USD
USDJIA,2023-01-31,89.3772,USD
USDJIA,2023-02-28,91.2865,USD
USDJIA,2023-03-31,87.8393,USD
USDJIA,2023-04-30,90.4116,USD
USDJIA,2023-05-31,89.7322,USD
USDJIA,2023-06-30,86.1610,USD
USDJIA,2023-07-31,88.4852,USD
USDJIA,2023-08-31,86.6182,USD
USDJIA,2023-09-30,87.1905,USD
USDJIA,2023-10-31,92.0663,USD
USDJIA,2023-11-30,96.7490,USD
USDJIA,2023-12-31,95.9976,USD
USR2000,2023-01-31,70.4570,USD
USR2000,2023-02-28,77.5835,USD
USR2000,2023-03-31,72.1028,USD
USR2000,2023-04-30,70.8992,USD
USR2000,2023-05-31,73.5112,USD
USR2000,2023-06-30,74.1110,USD
USR2000,2023-07-31,79.1509,USD
USR2000,2023-08-31,82.3559,USD
USR2000,2023-09-30,89.7480,USD
USR2000,2023-10-31,89.4976,USD
USR2000,2023-11-30,86.5577,USD
USR2000,2023-12-31,91.8242,USD
WORLD,2023-01-31,67.0742,USD
WORLD,2023-02-28,66.2705,USD
WORLD,2023-03-31,63.3748,USD
WORLD,2023-04-30,62.0285,USD
WORLD,2023-05-31,65.6160,USD
WORLD,2023-06-30,70.8286,USD
WORLD,2023-07-31,71.0430,USD
WORLD,2023-08-31,74.3205,USD
WORLD,2023-09-30,75.9982,USD
WORLD,2023-10-31,76.0508,USD
WORLD,2023-11-30,80.2302,USD
WORLD,2023-12-31,79.6009,USD
EMERGE,2023-01-31,36.0414,USD
EMERGE,2023-02-28,37.7586,USD
EMERGE,2023-03-31,39.8515,USD
EMERGE,2023-04-30,36.0762,USD
EMERGE,2023-05-31,38.7045,USD
EMERGE,2023-06-30,38.1343,USD
EMERGE,2023-07-31,39.3763,USD
EMERGE,2023-08-31,41.3836,USD
EMERGE,2023-09-30,42.9944,USD
EMERGE,2023-10-31,39.6017,USD
EMERGE,2023-11-30,40.3714,USD
EMERGE,2023-12-31,37.6659,USD
ALLWORLD,2023-01-31,125.6189,USD
ALLWORLD,2023-02-28,129.6968,USD
ALLWORLD,2023-03-31,126.5977,USD
ALLWORLD,2023-04-30,128.9927,USD
ALLWORLD,2023-05-31,122.5070,USD
ALLWORLD,2023-06-30,133.7200,USD
ALLWORLD,2023-07-31,139.4429,USD
ALLWORLD,2023-08-31,133.4630,USD
ALLWORLD,2023-09-30,135.7615,USD
ALLWORLD,2023-10-31,129.3554,USD
ALLWORLD,2023-11-30,121.7257,USD
ALLWORLD,2023-12-31,122.3848,USD
JPN225,2023-01-31,2421.4396,JPY
JPN225,2023-02-28,2311.2492,JPY
JPN225,2023-03-31,2324.1034,JPY
JPN225,2023-04-30,2232.5393,JPY
JPN225,2023-05-31,2222.2846,JPY
JPN225,2023-06-30,2262.8430,JPY
JPN225,2023-07-31,2369.2796,JPY
JPN225,2023-08-31,2415.3979,JPY
JPN225,2023-09-30,2484.4834,JPY
JPN225,2023-10-31,2532.1904,JPY
JPN225,2023-11-30,2480.7124,JPY
JPN225,2023-12-31,2587.3882,JPY
JPTOPIX,2023-01-31,1630.5390,JPY
JPTOPIX,2023-02-28,1620.9562,JPY
JPTOPIX,2023-03-31,1623.7303,JPY
JPTOPIX,2023-04-30,1818.5780,JPY
JPTOPIX,2023-05-31,1951.7077,JPY
JPTOPIX,2023-06-30,1920.6773,JPY
JPTOPIX,2023-07-31,1936.4843,JPY
JPTOPIX,2023-08-31,2052.3528,JPY
JPTOPIX,2023-09-30,2162.1126,JPY
JPTOPIX,2023-10-31,2172.0134,JPY
JPTOPIX,2023-11-30,2193.6612,JPY
JPTOPIX,2023-12-31,2111.1243,JPY
KOR200,2023-01-31,10369.5632,KRW
KOR200,2023-02-28,9778.5439,KRW
KOR200,2023-03-31,10206.0052,KRW
KOR200,2023-04-30,9561.5819,KRW
KOR200,2023-05-31,9748.4227,KRW
KOR200,2023-06-30,9874.9006,KRW
KOR200,2023-07-31,10552.5924,KRW
KOR200,2023-08-31,10082.8712,KRW
KOR200,2023-09-30,10396.5491,KRW
KOR200,2023-10-31,9472.4340,KRW
KOR200,2023-11-30,10435.3372,KRW
KOR200,2023-12-31,10864.0587,KRW
EU600,2023-01-31,100.6207,EUR
EU600,2023-02-28,100.0593,EUR
EU600,2023-03-31,91.1489,EUR
EU600,2023-04-30,97.9097,EUR
EU600,2023-05-31,98.6632,EUR
EU600,2023-06-30,96.7900,EUR
EU600,2023-07-31,91.7080,EUR
EU600,2023-08-31,96.6539,EUR
EU600,2023-09-30,95.4801,EUR
EU600,2023-10-31,98.7051,EUR
EU600,2023-11-30,99.1113,EUR
EU600,2023-12-31,102.1178,EUR
GERDAX,2023-01-31,114.7779,EUR
GERDAX,2023-02-28,117.1699,EUR
GERDAX,2023-03-31,115.8309,EUR
GERDAX,2023-04-30,116.6207,EUR
GERDAX,2023-05-31,118.1631,EUR
GERDAX,2023-06-30,118.7586,EUR
GERDAX,2023-07-31,128.0941,EUR
GERDAX,2023-08-31,113.8653,EUR
GERDAX,2023-09-30,108.9281,EUR
GERDAX,2023-10-31,115.8050,EUR
GERDAX,2023-11-30,126.1045,EUR
GERDAX,2023-12-31,132.3213,EUR
