tracking_index,as_of_date,pe_ratio,pb_ratio
ChiNext,2021-06-30,40.47051125735719,4.579246806491486
ChiNext,2021-09-30,50.37198854803882,5.72040969170549
ChiNext,2021-12-31,54.57281502417841,6.220087516215266
ChiNext,2022-03-31,47.44692286501507,5.427634837917095
ChiNext,2022-06-30,36.911752343668546,4.2378894643619995
ChiNext,2022-09-30,31.913679374841983,3.6774285611443562
ChiNext,2022-12-31,28.50112001254653,3.296186295010427
ChiNext,2023-03-31,37.22298170208854,4.320590739693865
ChiNext,2023-06-30,32.169319254609704,3.747624978395624
ChiNext,2023-09-30,31.12989008779961,3.639772917072627
ChiNext,2023-12-31,33.24609579352063,3.9013920505601143
ChiNext,2024-03-31,27.386913718233796,3.2255522787749746
ChiNext,2024-06-30,27.846332498032343,3.2916348268535427
ChiNext,2024-09-30,29.73122413689916,3.5272688217775827
ChiNext,2024-12-31,36.19519792689912,4.30981955152237
ChiNext,2025-03-31,35.10280979995998,4.195006306894557
ChiNext,2025-06-30,24.864819942561255,2.982346771888877
ChiNext,2025-09-30,28.022649531825152,3.373372741676531
ChiNext,2025-12-31,25.333276733142476,3.0607583595685868
DAX,2020-12-31,16.4,2.1
DAX,2021-03-31,15.513646620683375,1.9981085253630702
DAX,2021-06-30,15.100153963554135,1.9562147049275962
DAX,2021-09-30,14.451779403980295,1.8831548759863654
DAX,2021-12-31,14.94832976759002,1.959239765745976
DAX,2022-03-31,15.442738269926709,2.035864965584868
DAX,2022-06-30,13.199742607735777,1.75033001012822
DAX,2022-09-30,13.439911881397776,1.7925880631385305
DAX,2022-12-31,13.1713783885911,1.767035009356723
DAX,2023-03-31,12.103925223569174,1.633316200779033
DAX,2023-06-30,12.203927619376314,1.6564308149736877
DAX,2023-09-30,11.007960990962502,1.5028320376401434
DAX,2023-12-31,13.150097845419232,1.8057708104687433
DAX,2024-03-31,15.309212945867515,2.1145421198164858
DAX,2024-06-30,13.263742919689884,1.842720314077543
DAX,2024-09-30,12.682540131234509,1.7722676228872183
DAX,2024-12-31,12.410440636111762,1.7443758762323243
DAX,2025-03-31,11.744511762319663,1.6604197795876563
DAX,2025-06-30,10.977899880700544,1.5611043182729538
DAX,2025-09-30,12.658512738905257,1.8106097859332186
DAX,2025-12-31,12.017808639258813,1.729009957560574
Dow Jones,2020-12-31,22.1,5.2
Dow Jones,2021-03-31,21.647759517062955,5.119419037919654
Dow Jones,2021-06-30,23.49739670352728,5.585009331447246
Dow Jones,2021-09-30,25.21857120974228,6.024501975391218
Dow Jones,2021-12-31,24.785075618326548,5.950965090211341
Dow Jones,2022-03-31,22.917995526808927,5.530572476366659
Dow Jones,2022-06-30,22.90527597060371,5.555538635367037
Dow Jones,2022-09-30,21.612935397090098,5.268666018058554
Dow Jones,2022-12-31,21.105249709081555,5.1709913014304165
Dow Jones,2023-03-31,20.04066184974649,4.935055789227287
Dow Jones,2023-06-30,19.374414059121648,4.7951809008390756
Dow Jones,2023-09-30,19.323295580951118,4.806780181406174
Dow Jones,2023-12-31,20.968485997136924,5.242480444176899
Dow Jones,2024-03-31,22.311135619758275,5.6064483557186024
Dow Jones,2024-06-30,21.299397747674227,5.379354138224412
Dow Jones,2024-09-30,21.569639698838838,5.4752247126350255
Dow Jones,2024-12-31,22.510861233209543,5.743118701082292
Dow Jones,2025-03-31,22.244043145300537,5.703824305712068
Dow Jones,2025-06-30,23.73456926064586,6.116883427442765
Dow Jones,2025-09-30,19.68387612348188,5.098660212545463
Dow Jones,2025-12-31,20.939430250318264,5.451387213745149
FTSE All-World,2020-12-31,20.8,3.2
FTSE All-World,2021-03-31,21.972878106036603,3.397149694765181
FTSE All-World,2021-06-30,23.620443736757196,3.669917826006854
FTSE All-World,2021-09-30,24.282188869114595,3.791376761629066
FTSE All-World,2021-12-31,26.386297694758053,4.1402694065536405
FTSE All-World,2022-03-31,24.848954746576123,3.9183157927669368
FTSE All-World,2022-06-30,23.4038491586691,3.7086769216683932
FTSE All-World,2022-09-30,22.414612806087625,3.56947317025392
FTSE All-World,2022-12-31,21.00272880690633,3.3611633172674167
FTSE All-World,2023-03-31,22.079770035111117,3.550987713098086
FTSE All-World,2023-06-30,22.99429965615727,3.7163408428511033
FTSE All-World,2023-09-30,23.017354068064012,3.7384510664955943
FTSE All-World,2023-12-31,20.457906009179364,3.3391696765600405
FTSE All-World,2024-03-31,19.82506557713285,3.2518674328887247
FTSE All-World,2024-06-30,20.38277890392528,3.3598678193384193
FTSE All-World,2024-09-30,20.44102101237472,3.386118943823343
FTSE All-World,2024-12-31,21.080868152074938,3.5093713814353293
FTSE All-World,2025-03-31,21.85689127215745,3.6565362978657454
FTSE All-World,2025-06-30,23.832632498994787,4.006770364854029
FTSE All-World,2025-09-30,24.434594827120307,4.128274049825629
FTSE All-World,2025-12-31,24.513108344106993,4.16200393673878
KOSPI 200,2020-12-31,13.4,1.1
KOSPI 200,2021-03-31,11.944253193373736,0.9853442402673338
KOSPI 200,2021-06-30,10.730319824558459,0.8895742393487225
KOSPI 200,2021-09-30,10.200460564188088,0.849826238152365
KOSPI 200,2021-12-31,9.072323626928116,0.7595737033870187
KOSPI 200,2022-03-31,8.905793711300426,0.7493163069928302
KOSPI 200,2022-06-30,8.13788482914974,0.6880888082146434
KOSPI 200,2022-09-30,7.556415968285221,0.6420812402978883
KOSPI 200,2022-12-31,7.966305130679486,0.6802555142538582
KOSPI 200,2023-03-31,8.303998761812217,0.7125956107024614
KOSPI 200,2023-06-30,7.921716788156164,0.6831497390939197
KOSPI 200,2023-09-30,8.223008511714564,0.7126368657747856
KOSPI 200,2023-12-31,8.472050976030895,0.7378483536078871
KOSPI 200,2024-03-31,7.6764616295118655,0.6718626939354456
KOSPI 200,2024-06-30,7.384041305970337,0.6494626188086766
KOSPI 200,2024-09-30,6.6615189798436205,0.5888085908679268
KOSPI 200,2024-12-31,6.184192662796113,0.54931959692786
KOSPI 200,2025-03-31,5.2328382527596276,0.46711095354229293
KOSPI 200,2025-06-30,5.8905166253966765,0.5284173469929329
KOSPI 200,2025-09-30,4.935336709895571,0.4449194672583421
KOSPI 200,2025-12-31,4.644699177692648,0.4207876033276358
MSCI EM,2020-12-31,15.2,2.0
MSCI EM,2021-03-31,15.78134792943115,2.087556194164749
MSCI EM,2021-06-30,15.766712642072735,2.096732925721042
MSCI EM,2021-09-30,13.613482476974246,1.8200319464439385
MSCI EM,2021-12-31,14.087616348059854,1.8934558116147577
MSCI EM,2022-03-31,12.334288484559593,1.6666308026355527
MSCI EM,2022-06-30,10.80995573797177,1.468441806234004
MSCI EM,2022-09-30,10.973195641386502,1.4985588524259286
MSCI EM,2022-12-31,9.327422643296062,1.2805902117715995
MSCI EM,2023-03-31,10.154219236783884,1.401532885159799
MSCI EM,2023-06-30,9.569543893534567,1.327869752093466
MSCI EM,2023-09-30,10.625784802433193,1.4822899135443506
MSCI EM,2023-12-31,9.16792178369456,1.2857333331603817
MSCI EM,2024-03-31,9.443545791535039,1.3314428405087297
MSCI EM,2024-06-30,10.861597458126772,1.539532354540511
MSCI EM,2024-09-30,9.210892005036673,1.3125171747521882
MSCI EM,2024-12-31,8.968946773300527,1.284849467777202
MSCI EM,2025-03-31,8.715777369172773,1.2552340665465358
MSCI EM,2025-06-30,9.104444810467779,1.3181959151237106
MSCI EM,2025-09-30,9.266588075969523,1.3488205962834823
MSCI EM,2025-12-31,8.460201646969155,1.2380058216297878
MSCI World,2020-12-31,21.5,3.4
MSCI World,2021-03-31,19.492499983777716,3.0973698737403157
MSCI World,2021-06-30,19.746222873201496,3.15278955344947
MSCI World,2021-09-30,17.837060038950817,2.8616675100451006
MSCI World,2021-12-31,16.870396331978426,2.719609292911199
MSCI World,2022-03-31,17.689957850109455,2.865453263089055
MSCI World,2022-06-30,15.605840840002699,2.5400306100368186
MSCI World,2022-09-30,14.107902519771915,2.3072752241635763
MSCI World,2022-12-31,13.669859369028943,2.2463947063007037
MSCI World,2023-03-31,12.669853754289258,2.0920831140470217
MSCI World,2023-06-30,13.966231545343629,2.317243420589553
MSCI World,2023-09-30,14.78051077462792,2.4641494713706775
MSCI World,2023-12-31,15.269331492064655,2.5578934703853737
MSCI World,2024-03-31,16.487775271655984,2.7752978057542106
MSCI World,2024-06-30,17.22974476930995,2.9141483740269476
MSCI World,2024-09-30,17.600038488977198,2.9911055798678277
MSCI World,2024-12-31,18.63187202356363,3.1817019551591876
MSCI World,2025-03-31,16.432539042241135,2.8196358527420387
MSCI World,2025-06-30,15.26576338794944,2.63203818554709
MSCI World,2025-09-30,15.56215316650151,2.696053321646125
MSCI World,2025-12-31,16.43429244159224,2.860850879934444
Nasdaq 100,2020-12-31,32.7,7.8
Nasdaq 100,2021-03-31,27.018112073231077,6.468210960196657
Nasdaq 100,2021-06-30,29.926857292554182,7.190719218859285
Nasdaq 100,2021-09-30,28.669766008419977,6.913819608765303
Nasdaq 100,2021-12-31,30.454351153677216,7.370981946921945
Nasdaq 100,2022-03-31,32.82373549516237,7.973452871367899
Nasdaq 100,2022-06-30,28.981091918018336,7.065706015907379
Nasdaq 100,2022-09-30,29.997400674439703,7.340182347982958
Nasdaq 100,2022-12-31,31.69801789628507,7.784626610677683
Nasdaq 100,2023-03-31,32.44960325623904,7.998291364453421
Nasdaq 100,2023-06-30,32.014330877405065,7.9198059576694355
Nasdaq 100,2023-09-30,36.69298753118986,9.110361977934284
Nasdaq 100,2023-12-31,39.13938671609308,9.753237884143052
Nasdaq 100,2024-03-31,47.47259893368395,11.872983319160312
Nasdaq 100,2024-06-30,46.61994640019975,11.70230119455554
Nasdaq 100,2024-09-30,47.237495938851936,11.90059002324334
Nasdaq 100,2024-12-31,52.234141015195014,13.207433908654208
Nasdaq 100,2025-03-31,52.379593966730624,13.292562852925537
Nasdaq 100,2025-06-30,57.15260810986609,14.556760360382679
Nasdaq 100,2025-09-30,59.46438935551031,15.200852932052793
Nasdaq 100,2025-12-31,53.75924936380575,13.7926187219773
Nikkei 225,2020-12-31,18.9,1.9
Nikkei 225,2021-03-31,22.416292007893443,2.264044790298464
Nikkei 225,2021-06-30,20.11465417034177,2.0410946578002878
Nikkei 225,2021-09-30,22.683863535722136,2.3125808514394337
Nikkei 225,2021-12-31,21.758803216368452,2.228662447821023
Nikkei 225,2022-03-31,22.825533245990307,2.3488741279924374
Nikkei 225,2022-06-30,23.340552398404476,2.4131217663248306
Nikkei 225,2022-09-30,24.11085591511405,2.504440113156975
Nikkei 225,2022-12-31,22.309906462470458,2.3282260479305594
Nikkei 225,2023-03-31,21.62872578598068,2.267710220932197
Nikkei 225,2023-06-30,20.77810965243672,2.188731848433561
Nikkei 225,2023-09-30,22.50940789910789,2.3822074602139347
Nikkei 225,2023-12-31,23.12947112474427,2.459296148419489
Nikkei 225,2024-03-31,25.019247734458737,2.6726914208176913
Nikkei 225,2024-06-30,24.40676444699357,2.6194736771212135
Nikkei 225,2024-09-30,26.611880173568576,2.8695165919217827
Nikkei 225,2024-12-31,28.753958250962228,3.1150182589598465
Nikkei 225,2025-03-31,27.486242686345427,2.9916287707153915
Nikkei 225,2025-06-30,31.88613583839095,3.48677428095659
Nikkei 225,2025-09-30,36.932854757813416,4.057553427581591
Nikkei 225,2025-12-31,31.973393736616707,3.529142616834463
Russell 2000,2020-12-31,20.4,2.1
Russell 2000,2021-03-31,21.53103504136313,2.2259528353921056
Russell 2000,2021-06-30,20.36520060922838,2.1144718506680102
Russell 2000,2021-09-30,18.421957119698988,1.9209267362148381
Russell 2000,2021-12-31,20.984886512710084,2.197575552144417
Russell 2000,2022-03-31,21.242639208218723,2.2341254583901367
Russell 2000,2022-06-30,18.24024670601949,1.926600485683025
Russell 2000,2022-09-30,16.10765238900898,1.7086601562093748
Russell 2000,2022-12-31,18.04931393624773,1.9228535975261467
Russell 2000,2023-03-31,17.556923682914825,1.8784335581572564
Russell 2000,2023-06-30,17.825320946453804,1.915345224162184
Russell 2000,2023-09-30,21.322507048847555,2.3009631663716767
Russell 2000,2023-12-31,21.549099769118474,2.335407008007906
Russell 2000,2024-03-31,20.04546527592534,2.1817841042308888
Russell 2000,2024-06-30,15.852248842495161,1.7328005692351975
Russell 2000,2024-09-30,16.80530716780309,1.844870545441002
Russell 2000,2024-12-31,16.76208305338395,1.8480330552630584
Russell 2000,2025-03-31,16.739938404021586,1.8535207481933524
Russell 2000,2025-06-30,14.254942254413963,1.5851520831078887
Russell 2000,2025-09-30,14.306342643497727,1.5977046004177202
Russell 2000,2025-12-31,12.532641266738343,1.4056344363774531
S&P 500,2020-12-31,24.8,4.6
S&P 500,2021-03-31,28.412535373981733,5.29339404356101
S&P 500,2021-06-30,26.115750690041466,4.887023776267798
S&P 500,2021-09-30,24.926872172054605,4.685195240515516
S&P 500,2021-12-31,23.90850659325617,4.513675785921336
S&P 500,2022-03-31,23.08482705022358,4.377457514897373
S&P 500,2022-06-30,22.0464364492391,4.199054595357486
S&P 500,2022-09-30,22.937782101274138,4.388160551216404
S&P 500,2022-12-31,19.523464808840938,3.7515112028495063
S&P 500,2023-03-31,21.069400952907795,4.066487668831723
S&P 500,2023-06-30,20.313137339547342,3.9378754828343476
S&P 500,2023-09-30,21.69099832802977,4.223593744863181
S&P 500,2023-12-31,23.866984138436933,4.667859843801936
S&P 500,2024-03-31,23.24068455576646,4.565489494377329
S&P 500,2024-06-30,21.57859095952934,4.257743742243785
S&P 500,2024-09-30,23.554051727488403,4.668094257768667
S&P 500,2024-12-31,25.06474274077788,4.989482889913764
S&P 500,2025-03-31,25.1493061943849,5.028470390491444
S&P 500,2025-06-30,28.123502106043322,5.648030147487895
S&P 500,2025-09-30,27.149245497628844,5.4765016951934475
S&P 500,2025-12-31,26.287827144568034,5.326208845992105
SSE 50,2020-12-31,10.7,1.2
SSE 50,2021-03-31,11.947001964636543,1.348194128694277
SSE 50,2021-06-30,12.951625167418683,1.4706649588632357
SSE 50,2021-09-30,12.576295113894947,1.4369394077519138
SSE 50,2021-12-31,12.248190121297956,1.4081639665988308
SSE 50,2022-03-31,11.358537173575876,1.3140142562636512
SSE 50,2022-06-30,10.245027904115503,1.1925773534299615
SSE 50,2022-09-30,12.573421405363169,1.4727307755770256
SSE 50,2022-12-31,10.785415254183405,1.271166735306016
SSE 50,2023-03-31,9.081009203404058,1.0769503721749154
SSE 50,2023-06-30,10.472787630239054,1.2497409547819214
SSE 50,2023-09-30,9.589759520322678,1.1514931808183015
SSE 50,2023-12-31,8.528527946702015,1.0304427651141899
SSE 50,2024-03-31,8.265271391843733,1.004854506644751
SSE 50,2024-06-30,7.739711898893523,0.9468186078366226
SSE 50,2024-09-30,7.940415292149994,0.977420319360875
SSE 50,2024-12-31,9.614304850016461,1.190835816261387
SSE 50,2025-03-31,8.99764994058396,1.1213964281845843
SSE 50,2025-06-30,8.84952660863485,1.1098036353018468
SSE 50,2025-09-30,9.165529141149827,1.1565906512685042
SSE 50,2025-12-31,8.083007873560161,1.0263398336990432
STOXX Europe 600,2020-12-31,15.8,2.0
STOXX Europe 600,2021-03-31,17.238568271119846,2.1956854798853414
STOXX Europe 600,2021-06-30,16.954171427082652,2.172908746825957
STOXX Europe 600,2021-09-30,16.24975899971374,2.0955986024304885
STOXX Europe 600,2021-12-31,18.503302708556223,2.4010765271642227
STOXX Europe 600,2022-03-31,19.06755585617475,2.4897064304146204
STOXX Europe 600,2022-06-30,18.377906840925874,2.414598344098496
STOXX Europe 600,2022-09-30,18.350815348822437,2.426055302623174
STOXX Europe 600,2022-12-31,17.426912769657868,2.318256821718705
STOXX Europe 600,2023-03-31,15.33164170854742,2.052228321317765
STOXX Europe 600,2023-06-30,15.992631987564652,2.154036654453263
STOXX Europe 600,2023-09-30,15.49723931598645,2.1003101627804663
STOXX Europe 600,2023-12-31,16.281523845966934,2.220344112917324
STOXX Europe 600,2024-03-31,16.030709910564322,2.1997547386673015
STOXX Europe 600,2024-06-30,15.944191511206528,2.2015062976958157
STOXX Europe 600,2024-09-30,14.79472334815044,2.055513980857161
STOXX Europe 600,2024-12-31,15.848964291996218,2.21569678197581
STOXX Europe 600,2025-03-31,15.443124156385773,2.1724044271867604
STOXX Europe 600,2025-06-30,15.780185091562949,2.233642358322992
STOXX Europe 600,2025-09-30,14.882835940533743,2.1197432927000364
STOXX Europe 600,2025-12-31,12.608514412618604,1.8069974618223374
TOPIX,2020-12-31,17.2,1.6
TOPIX,2021-03-31,19.86523977577714,1.8575372326711121
TOPIX,2021-06-30,19.467204676581364,1.8297827044578723
TOPIX,2021-09-30,18.212979837994563,1.72079436923443
TOPIX,2021-12-31,19.50521212196823,1.8524698876986945
TOPIX,2022-03-31,19.822496523505023,1.892390509168542
TOPIX,2022-06-30,19.182444897952358,1.8408072377210205
TOPIX,2022-09-30,20.081243106174657,1.9370795452594043
TOPIX,2022-12-31,17.127480872357687,1.660744209144491
TOPIX,2023-03-31,16.84534655716772,1.6418792743374346
TOPIX,2023-06-30,19.631539594984964,1.9233917467085346
TOPIX,2023-09-30,21.772698794611475,2.144262552366416
TOPIX,2023-12-31,20.945069446411235,2.073477274658822
TOPIX,2024-03-31,19.009388955897148,1.891636565401893
TOPIX,2024-06-30,18.870933887376484,1.8876247331643101
TOPIX,2024-09-30,16.413574065481033,1.6503548576029192
TOPIX,2024-12-31,16.403924871430064,1.6579616854825843
TOPIX,2025-03-31,15.198323521427435,1.5440953417219392
TOPIX,2025-06-30,15.26429817574704,1.5588626653915192
TOPIX,2025-09-30,16.18498999742188,1.6614812410168291
TOPIX,2025-12-31,18.80736933128633,1.940720886538193
