symbol,date,close_price,currency
CHN300,2025-11-30,7.5327,CNY
CHN300,2025-12-31,6.9324,CNY
CHN500,2020-12-31,5.6000,CNY
CHN500,2021-01-31,5.6347,CNY
CHN500,2021-02-28,5.6995,CNY
CHN500,2021-03-31,5.6567,CNY
CHN500,2021-04-30,6.2083,CNY
CHN500,2021-05-31,6.9310,CNY
CHN500,2021-06-30,7.7627,CNY
CHN500,2021-07-31,8.2229,CNY
CHN500,2021-08-31,8.6174,CNY
CHN500,2021-09-30,7.7947,CNY
CHN500,2021-10-31,8.0462,CNY
CHN500,2021-11-30,7.8425,CNY
CHN500,2021-12-31,7.9487,CNY
CHN500,2022-01-31,8.7361,CNY
CHN500,2022-02-28,8.6596,CNY
CHN500,2022-03-31,7.8591,CNY
CHN500,2022-04-30,8.2490,CNY
CHN500,2022-05-31,8.4801,CNY
CHN500,2022-06-30,7.8187,CNY
CHN500,2022-07-31,8.7569,CNY
CHN500,2022-08-31,8.6565,CNY
CHN500,2022-09-30,9.4089,CNY
CHN500,2022-10-31,9.8081,CNY
CHN500,2022-11-30,10.1045,CNY
CHN500,2022-12-31,9.8148,CNY
CHN500,2023-01-31,10.9768,CNY
CHN500,2023-02-28,10.4737,CNY
CHN500,2023-03-31,10.4243,CNY
CHN500,2023-04-30,10.8934,CNY
CHN500,2023-05-31,10.5554,CNY
CHN500,2023-06-30,10.4588,CNY
CHN500,2023-07-31,9.9040,CNY
CHN500,2023-08-31,10.0482,CNY
CHN500,2023-09-30,10.0557,CNY
CHN500,2023-10-31,10.2141,CNY
CHN500,2023-11-30,10.9571,CNY
CHN500,2023-12-31,10.1127,CNY
CHN500,2024-01-31,8.8992,CNY
CHN500,2024-02-29,9.2418,CNY
CHN500,2024-03-31,9.3911,CNY
CHN500,2024-04-30,8.5448,CNY
CHN500,2024-05-31,8.6993,CNY
CHN500,2024-06-30,8.6004,CNY
CHN500,2024-07-31,8.1117,CNY
CHN500,2024-08-31,7.1383,CNY
CHN500,2024-09-30,7.7120,CNY
CHN500,2024-10-31,7.2803,CNY
CHN500,2024-11-30,7.3281,CNY
CHN500,2024-12-31,7.1843,CNY
CHN500,2025-01-31,7.9215,CNY
CHN500,2025-02-28,8.5735,CNY
CHN500,2025-03-31,8.4123,CNY
CHN500,2025-04-30,7.4028,CNY
CHN500,2025-05-31,6.7639,CNY
CHN500,2025-06-30,6.7064,CNY
CHN500,2025-07-31,6.4526,CNY
CHN500,2025-08-31,6.8180,CNY
CHN500,2025-09-30,6.2065,CNY
CHN500,2025-10-31,6.3638,CNY
CHN500,2025-11-30,6.7824,CNY
CHN500,2025-12-31,6.5753,CNY
CHN1000,2020-12-31,2.8500,CNY
CHN1000,2021-01-31,3.1007,CNY
CHN1000,2021-02-28,3.3174,CNY
CHN1000,2021-03-31,3.4556,CNY
CHN1000,2021-04-30,3.5029,CNY
CHN1000,2021-05-31,3.5552,CNY
CHN1000,2021-06-30,3.9818,CNY
CHN1000,2021-07-31,3.5558,CNY
CHN1000,2021-08-31,3.9472,CNY
CHN1000,2021-09-30,3.8085,CNY
CHN1000,2021-10-31,3.8701,CNY
CHN1000,2021-11-30,3.9555,CNY
CHN1000,2021-12-31,4.3631,CNY
CHN1000,2022-01-31,3.9006,CNY
CHN1000,2022-02-28,4.3127,CNY
CHN1000,2022-03-31,4.3688,CNY
CHN1000,2022-04-30,4.3565,CNY
CHN1000,2022-05-31,4.5395,CNY
CHN1000,2022-06-30,4.5057,CNY
CHN1000,2022-07-31,4.4995,CNY
CHN1000,2022-08-31,4.1438,CNY
CHN1000,2022-09-30,4.3170,CNY
CHN1000,2022-10-31,4.1626,CNY
CHN1000,2022-11-30,4.3071,CNY
CHN1000,2022-12-31,4.1903,CNY
CHN1000,2023-01-31,3.9913,CNY
CHN1000,2023-02-28,3.9195,CNY
CHN1000,2023-03-31,3.7371,CNY
CHN1000,2023-04-30,4.1855,CNY
CHN1000,2023-05-31,4.2719,CNY
CHN1000,2023-06-30,3.9011,CNY
CHN1000,2023-07-31,3.7155,CNY
CHN1000,2023-08-31,4.0300,CNY
CHN1000,2023-09-30,3.9353,CNY
CHN1000,2023-10-31,3.9338,CNY
CHN1000,2023-11-30,4.0006,CNY
CHN1000,2023-12-31,4.1061,CNY
CHN1000,2024-01-31,4.2929,CNY
CHN1000,2024-02-29,4.1528,CNY
CHN1000,2024-03-31,4.4655,CNY
CHN1000,2024-04-30,4.5081,CNY
CHN1000,2024-05-31,4.4368,CNY
CHN1000,2024-06-30,3.9044,CNY
CHN1000,2024-07-31,4.0411,CNY
CHN1000,2024-08-31,4.5261,CNY
CHN1000,2024-09-30,4.9832,CNY
CHN1000,2024-10-31,5.4975,CNY
CHN1000,2024-11-30,5.8830,CNY
CHN1000,2024-12-31,6.3485,CNY
CHN1000,2025-01-31,6.1135,CNY
CHN1000,2025-02-28,6.5231,CNY
CHN1000,2025-03-31,7.1076,CNY
CHN1000,2025-04-30,6.6182,CNY
CHN1000,2025-05-31,6.7938,CNY
CHN1000,2025-06-30,7.6091,CNY
CHN1000,2025-07-31,7.6010,CNY
CHN1000,2025-08-31,7.9967,CNY
CHN1000,2025-09-30,8.3344,CNY
CHN1000,2025-10-31,8.8146,CNY
CHN1000,2025-11-30,8.4194,CNY
CHN1000,2025-12-31,8.4911,CNY
SSE50,2020-12-31,3.7500,CNY
SSE50,2021-01-31,4.2000,CNY
SSE50,2021-02-28,4.1469,CNY
SSE50,2021-03-31,4.2624,CNY
SSE50,2021-04-30,4.5417,CNY
SSE50,2021-05-31,4.9402,CNY
SSE50,2021-06-30,4.7040,CNY
SSE50,2021-07-31,4.4303,CNY
SSE50,2021-08-31,4.7323,CNY
SSE50,2021-09-30,4.6499,CNY
SSE50,2021-10-31,4.7169,CNY
SSE50,2021-11-30,4.7812,CNY
SSE50,2021-12-31,4.6101,CNY
SSE50,2022-01-31,4.3221,CNY
SSE50,2022-02-28,4.3909,CNY
SSE50,2022-03-31,4.3522,CNY
SSE50,2022-04-30,4.2517,CNY
SSE50,2022-05-31,4.2503,CNY
SSE50,2022-06-30,3.9962,CNY
SSE50,2022-07-31,4.0665,CNY
SSE50,2022-08-31,4.4707,CNY
SSE50,2022-09-30,4.9927,CNY
SSE50,2022-10-31,4.7364,CNY
SSE50,2022-11-30,4.5629,CNY
SSE50,2022-12-31,4.3598,CNY
SSE50,2023-01-31,4.2097,CNY
SSE50,2023-02-28,3.9805,CNY
SSE50,2023-03-31,3.7369,CNY
SSE50,2023-04-30,3.9753,CNY
SSE50,2023-05-31,4.1605,CNY
SSE50,2023-06-30,4.3872,CNY
SSE50,2023-07-31,4.2157,CNY
SSE50,2023-08-31,4.2017,CNY
SSE50,2023-09-30,4.0896,CNY
SSE50,2023-10-31,3.5988,CNY
SSE50,2023-11-30,3.4813,CNY
SSE50,2023-12-31,3.7025,CNY
SSE50,2024-01-31,3.7615,CNY
SSE50,2024-02-29,3.8112,CNY
SSE50,2024-03-31,3.6528,CNY
SSE50,2024-04-30,3.9095,CNY
SSE50,2024-05-31,3.6459,CNY
SSE50,2024-06-30,3.4821,CNY
SSE50,2024-07-31,3.5908,CNY
SSE50,2024-08-31,3.5598,CNY
SSE50,2024-09-30,3.6367,CNY
SSE50,2024-10-31,3.9579,CNY
SSE50,2024-11-30,4.4329,CNY
SSE50,2024-12-31,4.4826,CNY
SSE50,2025-01-31,4.4136,CNY
SSE50,2025-02-28,4.0662,CNY
SSE50,2025-03-31,4.2706,CNY
SSE50,2025-04-30,3.8203,CNY
SSE50,2025-05-31,4.0967,CNY
SSE50,2025-06-30,4.2759,CNY
SSE50,2025-07-31,4.4126,CNY
SSE50,2025-08-31,4.3658,CNY
SSE50,2025-09-30,4.5083,CNY
SSE50,2025-10-31,4.5352,CNY
SSE50,2025-11-30,4.2925,CNY
SSE50,2025-12-31,4.0474,CNY
CHINEXT,2020-12-31,6.4000,CNY
CHINEXT,2021-01-31,7.0706,CNY
CHINEXT,2021-02-28,7.3028,CNY
CHINEXT,2021-03-31,8.0805,CNY
CHINEXT,2021-04-30,8.3654,CNY
CHINEXT,2021-05-31,7.3615,CNY
CHINEXT,2021-06-30,7.2460,CNY
CHINEXT,2021-07-31,7.4260,CNY
CHINEXT,2021-08-31,8.1371,CNY
CHINEXT,2021-09-30,9.1135,CNY
CHINEXT,2021-10-31,8.7348,CNY
CHINEXT,2021-11-30,9.1522,CNY
CHINEXT,2021-12-31,9.9772,CNY
CHINEXT,2022-01-31,9.7354,CNY
CHINEXT,2022-02-28,9.6160,CNY
CHINEXT,2022-03-31,8.7655,CNY
CHINEXT,2022-04-30,7.7136,CNY
CHINEXT,2022-05-31,7.1120,CNY
CHINEXT,2022-06-30,6.8908,CNY
CHINEXT,2022-07-31,7.0439,CNY
CHINEXT,2022-08-31,6.8413,CNY
CHINEXT,2022-09-30,6.0203,CNY
CHINEXT,2022-10-31,5.7367,CNY
CHINEXT,2022-11-30,5.1558,CNY
CHINEXT,2022-12-31,5.4330,CNY
CHINEXT,2023-01-31,5.8156,CNY
CHINEXT,2023-02-28,6.5135,CNY
CHINEXT,2023-03-31,7.1701,CNY
CHINEXT,2023-04-30,6.4094,CNY
CHINEXT,2023-05-31,6.3969,CNY
CHINEXT,2023-06-30,6.2617,CNY
CHINEXT,2023-07-31,5.8125,CNY
CHINEXT,2023-08-31,6.5099,CNY
CHINEXT,2023-09-30,6.1230,CNY
CHINEXT,2023-10-31,5.8199,CNY
CHINEXT,2023-11-30,5.8999,CNY
CHINEXT,2023-12-31,6.6079,CNY
CHINEXT,2024-01-31,5.9634,CNY
CHINEXT,2024-02-29,6.0543,CNY
CHINEXT,2024-03-31,5.5005,CNY
CHINEXT,2024-04-30,5.4030,CNY
CHINEXT,2024-05-31,5.3922,CNY
CHINEXT,2024-06-30,5.6515,CNY
CHINEXT,2024-07-31,5.8613,CNY
CHINEXT,2024-08-31,5.9996,CNY
CHINEXT,2024-09-30,6.0974,CNY
CHINEXT,2024-10-31,6.1646,CNY
CHINEXT,2024-11-30,6.6973,CNY
CHINEXT,2024-12-31,7.5010,CNY
CHINEXT,2025-01-31,6.6009,CNY
CHINEXT,2025-02-28,7.1321,CNY
CHINEXT,2025-03-31,7.3510,CNY
CHINEXT,2025-04-30,6.4689,CNY
CHINEXT,2025-05-31,5.6926,CNY
CHINEXT,2025-06-30,5.2617,CNY
CHINEXT,2025-07-31,5.3189,CNY
CHINEXT,2025-08-31,5.3502,CNY
CHINEXT,2025-09-30,5.9922,CNY
CHINEXT,2025-10-31,5.2731,CNY
CHINEXT,2025-11-30,4.8875,CNY
CHINEXT,2025-12-31,5.4740,CNY
USP500,2020-12-31,100.0000,USD
USP500,2021-01-31,97.8343,USD
USP500,2021-02-28,108.9400,USD
USP500,2021-03-31,116.0274,USD
USP500,2021-04-30,106.3815,USD
USP500,2021-05-31,107.9265,USD
USP500,2021-06-30,108.0079,USD
USP500,2021-07-31,106.6621,USD
USP500,2021-08-31,102.3006,USD
USP500,2021-09-30,104.4054,USD
USP500,2021-10-31,99.7053,USD
USP500,2021-11-30,98.5771,USD
USP500,2021-12-31,101.4168,USD
USP500,2022-01-31,96.5287,USD
USP500,2022-02-28,96.4138,USD
USP500,2022-03-31,99.1713,USD
USP500,2022-04-30,102.1286,USD
USP500,2022-05-31,97.8627,USD
USP500,2022-06-30,95.9180,USD
USP500,2022-07-31,99.0121,USD
USP500,2022-08-31,102.1358,USD
USP500,2022-09-30,101.0684,USD
USP500,2022-10-31,100.3451,USD
USP500,2022-11-30,90.7983,USD
USP500,2022-12-31,87.1211,USD
USP500,2023-01-31,96.0027,USD
USP500,2023-02-28,91.0044,USD
USP500,2023-03-31,95.2184,USD
USP500,2023-04-30,91.6497,USD
USP500,2023-05-31,90.7108,USD
USP500,2023-06-30,92.9711,USD
USP500,2023-07-31,94.0603,USD
USP500,2023-08-31,91.7493,USD
USP500,2023-09-30,100.5432,USD
USP500,2023-10-31,101.2353,USD
USP500,2023-11-30,106.2957,USD
USP500,2023-12-31,112.0399,USD
USP500,2024-01-31,107.3913,USD
USP500,2024-02-29,115.7362,USD
USP500,2024-03-31,110.4909,USD
USP500,2024-04-30,110.9012,USD
USP500,2024-05-31,105.7039,USD
USP500,2024-06-30,103.8970,USD
USP500,2024-07-31,107.0976,USD
USP500,2024-08-31,102.6780,USD
USP500,2024-09-30,114.8544,USD
USP500,2024-10-31,125.0530,USD
USP500,2024-11-30,123.2383,USD
USP500,2024-12-31,123.7792,USD
USP500,2025-01-31,117.3586,USD
USP500,2025-02-28,127.8669,USD
USP500,2025-03-31,125.7803,USD
USP500,2025-04-30,127.5034,USD
USP500,2025-05-31,137.9081,USD
USP500,2025-06-30,142.4486,USD
USP500,2025-07-31,147.9283,USD
USP500,2025-08-31,142.6788,USD
USP500,2025-09-30,139.2672,USD
USP500,2025-10-31,148.1487,USD
USP500,2025-11-30,151.7356,USD
USP500,2025-12-31,136.5677,USD
USN100,2020-12-31,120.0000,USD
USN100,2021-01-31,105.6000,USD
USN100,2021-02-28,94.7078,USD
USN100,2021-03-31,100.1901,USD
USN100,2021-04-30,112.2129,USD
USN100,2021-05-31,109.3623,USD
USN100,2021-06-30,112.1417,USD
USN100,2021-07-31,115.9601,USD
USN100,2021-08-31,119.6145,USD
USN100,2021-09-30,108.5592,USD
USN100,2021-10-31,105.9579,USD
USN100,2021-11-30,105.2983,USD
USN100,2021-12-31,116.5274,USD
USN100,2022-01-31,119.4268,USD
USN100,2022-02-28,126.7625,USD
USN100,2022-03-31,126.9121,USD
USN100,2022-04-30,128.5971,USD
USN100,2022-05-31,113.1655,USD
USN100,2022-06-30,113.2312,USD
USN100,2022-07-31,119.8381,USD
USN100,2022-08-31,110.3254,USD
USN100,2022-09-30,118.4326,USD
USN100,2022-10-31,116.2067,USD
USN100,2022-11-30,121.3391,USD
USN100,2022-12-31,126.4609,USD
USN100,2023-01-31,130.7582,USD
USN100,2023-02-28,140.2527,USD
USN100,2023-03-31,130.8187,USD
USN100,2023-04-30,138.7118,USD
USN100,2023-05-31,136.0474,USD
USN100,2023-06-30,130.4191,USD
USN100,2023-07-31,130.4187,USD
USN100,2023-08-31,145.5311,USD
USN100,2023-09-30,151.0484,USD
USN100,2023-10-31,162.0737,USD
USN100,2023-11-30,163.9861,USD
USN100,2023-12-31,162.8108,USD
USN100,2024-01-31,167.7448,USD
USN100,2024-02-29,181.5112,USD
USN100,2024-03-31,199.5485,USD
USN100,2024-04-30,185.3155,USD
USN100,2024-05-31,193.0087,USD
USN100,2024-06-30,198.0222,USD
USN100,2024-07-31,203.2564,USD
USN100,2024-08-31,203.6364,USD
USN100,2024-09-30,202.7520,USD
USN100,2024-10-31,210.2748,USD
USN100,2024-11-30,228.6716,USD
USN100,2024-12-31,226.5526,USD
USN100,2025-01-31,236.6713,USD
USN100,2025-02-28,219.7257,USD
USN100,2025-03-31,229.5689,USD
USN100,2025-04-30,238.8430,USD
USN100,2025-05-31,228.9462,USD
USN100,2025-06-30,253.1181,USD
USN100,2025-07-31,262.2089,USD
USN100,2025-08-31,280.6612,USD
USN100,2025-09-30,266.1218,USD
USN100,2025-10-31,244.4119,USD
USN100,2025-11-30,255.9416,USD
USN100,2025-12-31,243.1157,USD
USDJIA,2020-12-31,85.0000,USD
USDJIA,2021-01-31,84.8757,USD
USDJIA,2021-02-28,83.7449,USD
USDJIA,2021-03-31,84.4783,USD
USDJIA,2021-04-30,86.3612,USD
USDJIA,2021-05-31,86.5619,USD
USDJIA,2021-06-30,93.0374,USD
USDJIA,2021-07-31,97.0016,USD
USDJIA,2021-08-31,97.6411,USD
USDJIA,2021-09-30,101.3127,USD
USDJIA,2021-10-31,102.2910,USD
USDJIA,2021-11-30,99.5554,USD
USDJIA,2021-12-31,101.0274,USD
USDJIA,2022-01-31,98.7438,USD
USDJIA,2022-02-28,94.9125,USD
USDJIA,2022-03-31,94.7831,USD
USDJIA,2022-04-30,99.3486,USD
USDJIA,2022-05-31,97.9151,USD
USDJIA,2022-06-30,96.1160,USD
USDJIA,2022-07-31,99.5608,USD
USDJIA,2022-08-31,95.9857,USD
USDJIA,2022-09-30,92.0194,USD
USDJIA,2022-10-31,91.0574,USD
USDJIA,2022-11-30,91.0848,USD
USDJIA,2022-12-31,91.1720,USD
USDJIA,2023-01-31,89.3772,USD
USDJIA,2023-02-28,91.2865,USD
USDJIA,2023-03-31,87.8393,USD
USDJIA,2023-04-30,90.4116,USD
USDJIA,2023-05-31,89.7322,USD
USDJIA,2023-06-30,86.1610,USD
USDJIA,2023-07-31,88.4852,USD
USDJIA,2023-08-31,86.6182,USD
USDJIA,2023-09-30,87.1905,USD
USDJIA,2023-10-31,92.0663,USD
USDJIA,2023-11-30,96.7490,USD
USDJIA,2023-12-31,95.9976,USD
USDJIA,2024-01-31,99.9365,USD
USDJIA,2024-02-29,100.1141,USD
USDJIA,2024-03-31,103.6384,USD
USDJIA,2024-04-30,104.4628,USD
USDJIA,2024-05-31,101.4578,USD
USDJIA,2024-06-30,100.3857,USD
USDJIA,2024-07-31,102.3988,USD
USDJIA,2024-08-31,106.8246,USD
USDJIA,2024-09-30,103.1461,USD
USDJIA,2024-10-31,103.1733,USD
USDJIA,2024-11-30,100.1830,USD
USDJIA,2024-12-31,109.2214,USD
USDJIA,2025-01-31,109.5873,USD
USDJIA,2025-02-28,111.4893,USD
USDJIA,2025-03-31,109.5052,USD
USDJIA,2025-04-30,109.9641,USD
USDJIA,2025-05-31,114.3884,USD
USDJIA,2025-06-30,118.5518,USD
USDJIA,2025-07-31,115.2675,USD
USDJIA,2025-08-31,105.3434,USD
USDJIA,2025-09-30,99.7569,USD
USDJIA,2025-10-31,102.9799,USD
USDJIA,2025-11-30,103.0760,USD
USDJIA,2025-12-31,107.6720,USD
USR2000,2020-12-31,75.0000,USD
USR2000,2021-01-31,78.1460,USD
USR2000,2021-02-28,76.7920,USD
USR2000,2021-03-31,80.1378,USD
USR2000,2021-04-30,84.8790,USD
USR2000,2021-05-31,80.6007,USD
USR2000,2021-06-30,76.7366,USD
USR2000,2021-07-31,67.5282,USD
USR2000,2021-08-31,72.1116,USD
USR2000,2021-09-30,70.2734,USD
USR2000,2021-10-31,77.8998,USD
USR2000,2021-11-30,75.1184,USD
USR2000,2021-12-31,81.0407,USD
USR2000,2022-01-31,79.4446,USD
USR2000,2022-02-28,86.5964,USD
USR2000,2022-03-31,83.0513,USD
USR2000,2022-04-30,85.9022,USD
USR2000,2022-05-31,77.4178,USD
USR2000,2022-06-30,72.1955,USD
USR2000,2022-07-31,65.9051,USD
USR2000,2022-08-31,66.0852,USD
USR2000,2022-09-30,64.5436,USD
USR2000,2022-10-31,66.1382,USD
USR2000,2022-11-30,71.3361,USD
USR2000,2022-12-31,73.2189,USD
USR2000,2023-01-31,70.4570,USD
USR2000,2023-02-28,77.5835,USD
USR2000,2023-03-31,72.1028,USD
USR2000,2023-04-30,70.8992,USD
USR2000,2023-05-31,73.5112,USD
USR2000,2023-06-30,74.1110,USD
USR2000,2023-07-31,79.1509,USD
USR2000,2023-08-31,82.3559,USD
USR2000,2023-09-30,89.7480,USD
USR2000,2023-10-31,89.4976,USD
USR2000,2023-11-30,86.5577,USD
USR2000,2023-12-31,91.8242,USD
USR2000,2024-01-31,84.0565,USD
USR2000,2024-02-29,82.1331,USD
USR2000,2024-03-31,86.4740,USD
USR2000,2024-04-30,85.2217,USD
USR2000,2024-05-31,78.6719,USD
USR2000,2024-06-30,69.2312,USD
USR2000,2024-07-31,77.5390,USD
USR2000,2024-08-31,74.0683,USD
USR2000,2024-09-30,74.3017,USD
USR2000,2024-10-31,74.1151,USD
USR2000,2024-11-30,68.0017,USD
USR2000,2024-12-31,75.0277,USD
USR2000,2025-01-31,72.2303,USD
USR2000,2025-02-28,71.9969,USD
USR2000,2025-03-31,75.8558,USD
USR2000,2025-04-30,66.7531,USD
USR2000,2025-05-31,68.6419,USD
USR2000,2025-06-30,65.3946,USD
USR2000,2025-07-31,66.6311,USD
USR2000,2025-08-31,67.1367,USD
USR2000,2025-09-30,66.4426,USD
USR2000,2025-10-31,65.2651,USD
USR2000,2025-11-30,61.1700,USD
USR2000,2025-12-31,58.9253,USD
WORLD,2020-12-31,95.0000,USD
WORLD,2021-01-31,89.4230,USD
WORLD,2021-02-28,84.7222,USD
WORLD,2021-03-31,87.3247,USD
WORLD,2021-04-30,87.7053,USD
WORLD,2021-05-31,87.6910,USD
WORLD,2021-06-30,89.6888,USD
WORLD,2021-07-31,84.8352,USD
WORLD,2021-08-31,83.9023,USD
WORLD,2021-09-30,82.1413,USD
WORLD,2021-10-31,84.4968,USD
WORLD,2021-11-30,85.1803,USD
WORLD,2021-12-31,78.7677,USD
WORLD,2022-01-31,80.8171,USD
WORLD,2022-02-28,86.1429,USD
WORLD,2022-03-31,83.7402,USD
WORLD,2022-04-30,79.8300,USD
WORLD,2022-05-31,74.7679,USD
WORLD,2022-06-30,74.8995,USD
WORLD,2022-07-31,72.0096,USD
WORLD,2022-08-31,65.8761,USD
WORLD,2022-09-30,68.6497,USD
WORLD,2022-10-31,71.6207,USD
WORLD,2022-11-30,66.3414,USD
WORLD,2022-12-31,67.4411,USD
WORLD,2023-01-31,67.0742,USD
WORLD,2023-02-28,66.2705,USD
WORLD,2023-03-31,63.3748,USD
WORLD,2023-04-30,62.0285,USD
WORLD,2023-05-31,65.6160,USD
WORLD,2023-06-30,70.8286,USD
WORLD,2023-07-31,71.0430,USD
WORLD,2023-08-31,74.3205,USD
WORLD,2023-09-30,75.9982,USD
WORLD,2023-10-31,76.0508,USD
WORLD,2023-11-30,80.2302,USD
WORLD,2023-12-31,79.6009,USD
WORLD,2024-01-31,81.4969,USD
WORLD,2024-02-29,87.3886,USD
WORLD,2024-03-31,87.1454,USD
WORLD,2024-04-30,90.0973,USD
WORLD,2024-05-31,89.0950,USD
WORLD,2024-06-30,92.3306,USD
WORLD,2024-07-31,93.4163,USD
WORLD,2024-08-31,90.6934,USD
WORLD,2024-09-30,95.6236,USD
WORLD,2024-10-31,100.4732,USD
WORLD,2024-11-30,105.5471,USD
WORLD,2024-12-31,102.6342,USD
WORLD,2025-01-31,103.7342,USD
WORLD,2025-02-28,98.2048,USD
WORLD,2025-03-31,91.7751,USD
WORLD,2025-04-30,90.2030,USD
WORLD,2025-05-31,87.3016,USD
WORLD,2025-06-30,86.4417,USD
WORLD,2025-07-31,84.7423,USD
WORLD,2025-08-31,85.8570,USD
WORLD,2025-09-30,89.3426,USD
WORLD,2025-10-31,92.9934,USD
WORLD,2025-11-30,94.7604,USD
WORLD,2025-12-31,95.6587,USD
EMERGE,2020-12-31,52.0000,USD
EMERGE,2021-01-31,52.0754,USD
EMERGE,2021-02-28,52.4215,USD
EMERGE,2021-03-31,54.8189,USD
EMERGE,2021-04-30,52.0158,USD
EMERGE,2021-05-31,50.2307,USD
EMERGE,2021-06-30,55.6101,USD
EMERGE,2021-07-31,50.1963,USD
EMERGE,2021-08-31,48.2045,USD
EMERGE,2021-09-30,48.7538,USD
EMERGE,2021-10-31,47.9435,USD
EMERGE,2021-11-30,50.3434,USD
EMERGE,2021-12-31,51.2275,USD
EMERGE,2022-01-31,50.6690,USD
EMERGE,2022-02-28,48.4374,USD
EMERGE,2022-03-31,45.5414,USD
EMERGE,2022-04-30,46.2236,USD
EMERGE,2022-05-31,43.9165,USD
EMERGE,2022-06-30,40.5268,USD
EMERGE,2022-07-31,43.6806,USD
EMERGE,2022-08-31,46.1164,USD
EMERGE,2022-09-30,41.7713,USD
EMERGE,2022-10-31,42.5617,USD
EMERGE,2022-11-30,37.9704,USD
EMERGE,2022-12-31,36.0523,USD
EMERGE,2023-01-31,36.0414,USD
EMERGE,2023-02-28,37.7586,USD
EMERGE,2023-03-31,39.8515,USD
EMERGE,2023-04-30,36.0762,USD
EMERGE,2023-05-31,38.7045,USD
EMERGE,2023-06-30,38.1343,USD
EMERGE,2023-07-31,39.3763,USD
EMERGE,2023-08-31,41.3836,USD
EMERGE,2023-09-30,42.9944,USD
EMERGE,2023-10-31,39.6017,USD
EMERGE,2023-11-30,40.3714,USD
EMERGE,2023-12-31,37.6659,USD
EMERGE,2024-01-31,41.4093,USD
EMERGE,2024-02-29,36.4402,USD
EMERGE,2024-03-31,39.3948,USD
EMERGE,2024-04-30,41.1924,USD
EMERGE,2024-05-31,43.4997,USD
EMERGE,2024-06-30,46.0070,USD
EMERGE,2024-07-31,44.4886,USD
EMERGE,2024-08-31,42.6463,USD
EMERGE,2024-09-30,39.6149,USD
EMERGE,2024-10-31,39.4964,USD
EMERGE,2024-11-30,37.7568,USD
EMERGE,2024-12-31,39.1674,USD
EMERGE,2025-01-31,36.7656,USD
EMERGE,2025-02-28,41.1775,USD
EMERGE,2025-03-31,38.6470,USD
EMERGE,2025-04-30,39.7576,USD
EMERGE,2025-05-31,39.7879,USD
EMERGE,2025-06-30,40.9911,USD
EMERGE,2025-07-31,42.0319,USD
EMERGE,2025-08-31,39.2382,USD
EMERGE,2025-09-30,42.3626,USD
EMERGE,2025-10-31,42.6042,USD
EMERGE,2025-11-30,40.5487,USD
EMERGE,2025-12-31,39.2708,USD
ALLWORLD,2020-12-31,105.0000,USD
ALLWORLD,2021-01-31,103.7678,USD
